generation,rank_1,rank_2,swapAccepted
15037000,2,3,0
15038000,1,2,1
15039000,2,4,0
15040000,1,3,0
15041000,2,4,0
15042000,1,4,0
15043000,3,4,1
15044000,1,4,0
15045000,1,2,1
15046000,3,4,1
15047000,1,2,1
15048000,3,4,0
15049000,1,3,0
15050000,1,4,0
15051000,2,4,0
15052000,1,3,0
15053000,3,4,1
15054000,2,3,0
15055000,1,3,0
15056000,1,3,0
15057000,2,3,0
15058000,2,4,0
15059000,1,2,1
15060000,2,3,0
15061000,2,4,0
15062000,1,4,0
15063000,2,4,0
15064000,2,3,0
15065000,2,3,0
15066000,1,4,0
15067000,1,2,1
15068000,2,4,0
15069000,1,4,0
15070000,3,4,1
15071000,2,3,0
15072000,2,4,0
15073000,3,4,0
15074000,1,4,0
15075000,1,2,1
15076000,2,4,0
15077000,1,2,1
15078000,3,4,1
15079000,1,3,0
15080000,2,4,0
15081000,2,3,0
15082000,1,2,1
15083000,2,4,0
15084000,1,3,0
15085000,1,2,1
15086000,1,4,0
15087000,1,2,1
15088000,2,3,0
15089000,2,4,0
15090000,1,2,1
15091000,2,4,0
15092000,1,2,1
15093000,1,4,0
15094000,1,4,0
15095000,1,4,0
15096000,1,4,0
15097000,3,4,1
15098000,2,3,0
15099000,3,4,0
15100000,3,4,1
15101000,1,3,0
15102000,3,4,1
15103000,2,3,0
15104000,2,4,0
15105000,2,4,0
15106000,2,4,0
15107000,2,4,0
15108000,1,3,0
15109000,2,3,0
15110000,1,4,0
15111000,2,4,0
15112000,1,4,0
15113000,1,2,1
15114000,3,4,0
15115000,3,4,0
15116000,1,4,0
15117000,3,4,1
15118000,2,3,0
15119000,2,3,0
15120000,2,4,0
15121000,2,4,0
15122000,1,2,1
15123000,1,2,1
15124000,3,4,1
15125000,2,4,0
15126000,2,4,0
15127000,1,4,0
15128000,1,4,0
15129000,1,3,0
15130000,2,3,0
15131000,1,4,0
15132000,1,4,0
15133000,1,2,1
15134000,2,3,0
15135000,1,4,0
15136000,1,3,0
15137000,2,3,0
15138000,1,2,1
15139000,1,3,0
15140000,3,4,1
15141000,1,4,0
15142000,3,4,1
15143000,3,4,1
15144000,1,4,0
15145000,3,4,1
15146000,3,4,1
15147000,1,3,0
15148000,3,4,1
15149000,1,3,0
15150000,3,4,0
15151000,2,3,0
15152000,2,4,0
15153000,2,4,0
15154000,2,3,0
15155000,1,2,1
15156000,2,4,0
15157000,1,2,1
15158000,2,4,0
15159000,1,4,0
15160000,2,3,0
15161000,2,4,0
15162000,2,4,0
15163000,2,3,0
15164000,2,3,0
15165000,3,4,0
15166000,3,4,1
15167000,3,4,1
15168000,1,2,1
15169000,1,3,0
15170000,1,2,1
15171000,2,3,0
15172000,1,4,0
15173000,1,4,0
15174000,3,4,0
15175000,2,3,0
15176000,2,3,0
15177000,1,2,1
15178000,1,4,0
15179000,2,4,0
15180000,2,3,0
15181000,1,3,0
15182000,2,4,0
15183000,2,3,0
15184000,1,3,0
15185000,2,3,0
15186000,2,4,0
15187000,2,4,0
15188000,3,4,1
15189000,2,4,0
15190000,1,2,1
15191000,1,2,1
15192000,2,3,0
15193000,1,4,0
15194000,1,2,1
15195000,1,4,0
15196000,2,4,0
15197000,1,2,1
15198000,1,3,0
15199000,1,3,0
15200000,1,4,0
15201000,1,4,0
15202000,3,4,1
15203000,1,3,0
15204000,2,4,0
15205000,1,4,0
15206000,2,3,0
15207000,1,2,1
15208000,2,4,0
15209000,1,2,0
15210000,1,4,0
15211000,1,2,1
15212000,1,3,0
15213000,3,4,0
15214000,2,4,0
15215000,2,4,0
15216000,1,4,0
15217000,2,3,0
15218000,2,4,0
15219000,1,4,0
15220000,1,3,0
15221000,1,3,0
15222000,1,3,0
15223000,3,4,0
15224000,1,4,0
15225000,1,4,0
15226000,1,2,1
15227000,1,3,0
15228000,2,4,0
15229000,2,3,0
15230000,1,4,0
15231000,1,2,1
15232000,2,4,0
15233000,3,4,1
15234000,2,4,0
15235000,1,2,1
15236000,1,4,0
15237000,1,3,0
15238000,1,3,0
15239000,1,4,0
15240000,1,3,0
15241000,2,4,0
15242000,2,4,0
15243000,1,2,1
15244000,3,4,1
15245000,1,4,0
15246000,2,4,0
15247000,3,4,1
15248000,1,4,0
15249000,2,4,0
15250000,2,3,0
15251000,1,4,0
15252000,2,3,0
15253000,1,2,1
15254000,1,4,0
15255000,3,4,1
15256000,2,3,0
15257000,2,3,0
15258000,2,4,0
15259000,3,4,0
15260000,1,3,0
15261000,1,2,1
15262000,1,4,0
15263000,1,3,0
15264000,1,4,0
15265000,1,3,0
15266000,2,3,0
15267000,2,3,0
15268000,1,4,0
15269000,1,2,1
15270000,2,4,0
15271000,2,3,0
15272000,1,2,1
15273000,2,3,0
15274000,1,3,0
15275000,3,4,0
15276000,2,3,0
15277000,3,4,1
15278000,3,4,1
15279000,2,4,0
15280000,1,2,1
15281000,1,2,1
15282000,3,4,1
15283000,1,2,1
15284000,3,4,1
15285000,3,4,0
15286000,1,3,0
15287000,1,4,0
15288000,2,4,0
15289000,3,4,1
15290000,2,3,0
15291000,3,4,1
15292000,1,4,0
15293000,3,4,0
15294000,2,3,0
15295000,1,3,0
15296000,1,3,0
15297000,2,3,0
15298000,2,4,0
15299000,1,4,0
15300000,2,3,0
15301000,2,3,0
15302000,2,4,0
15303000,3,4,0
15304000,3,4,0
15305000,3,4,1
15306000,2,3,0
15307000,2,4,0
15308000,1,3,0
15309000,1,4,0
15310000,1,3,0
15311000,1,2,1
15312000,1,2,1
15313000,1,2,1
15314000,1,4,0
15315000,2,3,0
15316000,1,4,0
15317000,3,4,1
15318000,2,4,0
15319000,2,4,0
15320000,2,3,0
15321000,1,3,0
15322000,1,2,1
15323000,1,3,0
15324000,2,3,0
15325000,2,4,0
15326000,3,4,0
15327000,3,4,0
15328000,3,4,0
15329000,2,3,0
15330000,3,4,1
15331000,1,2,1
15332000,3,4,1
15333000,1,4,0
15334000,3,4,0
15335000,1,2,1
15336000,3,4,0
15337000,2,3,0
15338000,1,4,0
15339000,2,4,0
15340000,2,3,0
15341000,2,3,0
15342000,2,4,0
15343000,3,4,1
15344000,1,3,0
15345000,1,2,1
15346000,3,4,1
15347000,1,3,0
15348000,1,3,0
15349000,1,4,0
15350000,1,2,1
15351000,1,3,0
15352000,2,3,0
15353000,1,4,0
15354000,1,3,0
15355000,1,4,0
15356000,3,4,0
15357000,1,2,1
15358000,1,4,0
15359000,3,4,1
15360000,3,4,1
15361000,1,2,0
15362000,3,4,1
15363000,1,2,1
15364000,1,3,0
15365000,3,4,1
15366000,1,4,0
15367000,1,4,0
15368000,2,3,0
15369000,3,4,0
15370000,2,4,0
15371000,2,3,0
15372000,3,4,1
15373000,2,3,0
15374000,2,3,0
15375000,3,4,1
15376000,2,4,0
15377000,1,3,0
15378000,1,3,0
15379000,2,4,0
15380000,1,3,0
15381000,1,4,0
15382000,2,4,0
15383000,2,4,0
15384000,2,3,0
15385000,2,3,0
15386000,2,4,0
15387000,1,3,0
15388000,1,3,0
15389000,2,4,0
15390000,1,4,0
15391000,2,3,0
15392000,1,4,0
15393000,1,3,0
15394000,1,4,0
15395000,1,3,0
15396000,1,3,0
15397000,1,4,0
15398000,2,3,0
15399000,2,4,0
15400000,2,3,0
15401000,1,2,1
15402000,3,4,1
15403000,1,2,1
15404000,1,2,1
15405000,1,4,0
15406000,1,3,0
15407000,2,3,0
15408000,1,2,1
15409000,1,3,0
15410000,2,4,0
15411000,1,3,0
15412000,1,3,0
15413000,1,3,0
15414000,1,2,1
15415000,1,3,0
15416000,2,4,0
15417000,2,3,0
15418000,1,4,0
15419000,1,4,0
15420000,1,2,1
15421000,2,4,0
15422000,3,4,1
15423000,1,4,0
15424000,2,3,0
15425000,1,2,1
15426000,1,3,0
15427000,1,3,0
15428000,2,3,0
15429000,1,3,0
15430000,2,4,0
15431000,2,4,0
15432000,1,2,1
15433000,1,3,0
15434000,2,3,0
15435000,1,4,0
15436000,1,4,0
15437000,1,2,0
15438000,1,4,0
15439000,1,4,0
15440000,1,4,0
15441000,1,4,0
15442000,3,4,0
15443000,2,3,0
15444000,2,4,0
15445000,1,3,0
15446000,1,3,0
15447000,2,3,0
15448000,2,3,0
15449000,1,4,0
15450000,1,3,0
15451000,1,3,0
15452000,2,3,0
15453000,3,4,0
15454000,1,2,1
15455000,1,4,0
15456000,1,3,0
15457000,2,4,0
15458000,1,2,1
15459000,1,3,0
15460000,1,4,0
15461000,3,4,1
15462000,1,4,0
15463000,1,4,0
15464000,1,4,0
15465000,2,4,0
15466000,2,4,0
15467000,1,3,0
15468000,1,2,0
15469000,1,4,0
15470000,1,4,0
15471000,1,2,1
15472000,2,4,0
15473000,1,2,1
15474000,3,4,1
15475000,2,4,0
15476000,2,3,0
15477000,1,3,0
15478000,2,4,0
15479000,2,4,0
15480000,2,4,0
15481000,1,4,0
15482000,1,4,0
15483000,1,3,0
15484000,2,4,0
15485000,1,4,0
15486000,1,4,0
15487000,1,4,0
15488000,1,2,0
15489000,3,4,1
15490000,1,2,1
15491000,1,2,1
15492000,1,3,0
15493000,3,4,1
15494000,1,4,0
15495000,2,3,0
15496000,2,4,0
15497000,1,3,0
15498000,2,4,0
15499000,1,4,0
15500000,2,3,0
15501000,1,3,0
15502000,3,4,0
15503000,1,4,0
15504000,2,4,0
15505000,3,4,0
15506000,1,4,0
15507000,3,4,0
15508000,2,4,0
15509000,3,4,0
15510000,2,3,0
15511000,3,4,0
15512000,3,4,0
15513000,1,3,0
15514000,2,3,0
15515000,1,3,0
15516000,3,4,1
15517000,2,3,0
15518000,1,2,0
15519000,2,4,0
15520000,3,4,1
15521000,2,3,0
15522000,2,4,0
15523000,1,3,0
15524000,1,2,1
15525000,3,4,0
15526000,1,4,0
15527000,3,4,0
15528000,2,4,0
15529000,2,4,0
15530000,1,2,1
15531000,1,3,0
15532000,1,3,0
15533000,1,2,0
15534000,1,2,1
15535000,2,4,0
15536000,2,4,0
15537000,1,4,0
15538000,1,4,0
15539000,2,3,0
15540000,3,4,0
15541000,3,4,1
15542000,2,4,0
15543000,1,4,0
15544000,1,2,1
15545000,1,2,1
15546000,1,2,1
15547000,2,4,0
15548000,2,4,0
15549000,1,3,0
15550000,1,2,0
15551000,2,4,0
15552000,1,2,1
15553000,1,3,0
15554000,2,3,0
15555000,1,4,0
15556000,3,4,1
15557000,2,3,0
15558000,2,4,0
15559000,3,4,0
15560000,2,3,0
15561000,2,4,0
15562000,2,3,0
15563000,1,3,0
15564000,2,3,0
15565000,2,3,0
15566000,2,3,0
15567000,3,4,1
15568000,3,4,1
15569000,1,3,0
15570000,2,3,0
15571000,1,3,0
15572000,1,4,0
15573000,1,4,0
15574000,1,3,0
15575000,1,4,0
15576000,1,2,1
15577000,1,3,0
15578000,2,4,0
15579000,2,4,0
15580000,1,4,0
15581000,2,4,0
15582000,2,3,0
15583000,1,4,0
15584000,1,2,1
15585000,2,3,0
15586000,1,2,1
15587000,1,3,0
15588000,1,2,1
15589000,1,3,0
15590000,1,4,0
15591000,2,4,0
15592000,2,4,0
15593000,3,4,1
15594000,2,3,0
15595000,2,4,0
15596000,3,4,1
15597000,2,4,0
15598000,2,4,0
15599000,2,4,0
15600000,2,3,0
15601000,1,4,0
15602000,1,4,0
15603000,1,2,1
15604000,1,3,0
15605000,1,4,0
15606000,2,3,0
15607000,3,4,1
15608000,1,4,0
15609000,3,4,1
15610000,2,4,0
15611000,2,4,0
15612000,1,2,1
15613000,1,2,1
15614000,3,4,0
15615000,1,2,1
15616000,2,4,0
15617000,2,3,0
15618000,1,3,0
15619000,2,4,0
15620000,1,4,0
15621000,3,4,1
15622000,1,3,0
15623000,3,4,1
15624000,2,3,0
15625000,1,4,0
15626000,2,4,0
15627000,3,4,0
15628000,3,4,0
15629000,1,2,1
15630000,1,4,0
15631000,1,2,1
15632000,1,4,0
15633000,2,4,0
15634000,2,3,0
15635000,1,4,0
15636000,2,3,0
15637000,1,3,0
15638000,1,2,1
15639000,2,3,0
15640000,3,4,0
15641000,2,3,0
15642000,1,4,0
15643000,1,4,0
15644000,1,3,0
15645000,2,3,0
15646000,1,3,0
15647000,2,4,0
15648000,1,2,1
15649000,1,3,0
15650000,2,4,0
15651000,1,4,0
15652000,3,4,1
15653000,1,4,0
15654000,1,3,0
15655000,1,4,0
15656000,1,2,1
15657000,2,4,0
15658000,1,2,1
15659000,2,3,0
15660000,2,3,0
15661000,1,3,0
15662000,3,4,1
15663000,2,4,0
15664000,2,4,0
15665000,1,4,0
15666000,1,4,0
15667000,1,4,0
15668000,1,3,0
15669000,1,2,1
15670000,1,3,0
15671000,1,2,1
15672000,3,4,0
15673000,3,4,0
15674000,3,4,0
15675000,2,4,0
15676000,1,3,0
15677000,2,3,0
15678000,2,3,0
15679000,1,3,0
15680000,2,3,0
15681000,1,4,0
15682000,1,2,1
15683000,2,4,0
15684000,2,4,0
15685000,1,3,0
15686000,2,3,0
15687000,1,4,0
15688000,3,4,1
15689000,2,4,0
15690000,2,3,0
15691000,1,3,0
15692000,2,3,0
15693000,3,4,1
15694000,1,2,1
15695000,1,2,1
15696000,1,3,0
15697000,3,4,0
15698000,3,4,0
15699000,3,4,0
15700000,3,4,0
15701000,1,4,0
15702000,2,4,0
15703000,2,4,0
15704000,2,3,0
15705000,1,2,1
15706000,1,3,0
15707000,1,3,0
15708000,1,3,0
15709000,1,3,0
15710000,1,2,1
15711000,1,3,0
15712000,2,4,0
15713000,1,3,0
15714000,3,4,1
15715000,1,3,0
15716000,3,4,1
15717000,2,4,0
15718000,1,4,0
15719000,1,3,0
15720000,1,4,0
15721000,2,4,0
15722000,1,2,1
15723000,1,2,1
15724000,1,3,0
15725000,1,4,0
15726000,1,3,0
15727000,2,4,0
15728000,1,3,0
15729000,3,4,0
15730000,3,4,1
15731000,2,4,0
15732000,3,4,1
15733000,1,3,0
15734000,1,3,0
15735000,1,2,1
15736000,2,4,0
15737000,2,3,0
15738000,2,4,0
15739000,1,3,0
15740000,1,2,1
15741000,2,3,0
15742000,3,4,1
15743000,3,4,1
15744000,2,3,0
15745000,2,3,0
15746000,2,4,0
15747000,2,3,0
15748000,1,2,1
15749000,1,4,0
15750000,1,4,0
15751000,2,4,0
15752000,1,3,0
15753000,2,4,0
15754000,1,2,1
15755000,1,3,0
15756000,2,3,0
15757000,2,3,0
15758000,1,2,1
15759000,2,4,0
15760000,3,4,1
15761000,1,4,0
15762000,2,4,0
15763000,2,3,0
15764000,2,3,0
15765000,2,4,0
15766000,2,4,0
15767000,2,4,0
15768000,1,3,0
15769000,1,4,0
15770000,1,3,0
15771000,1,2,1
15772000,2,3,0
15773000,2,4,0
15774000,1,4,0
15775000,1,4,0
15776000,2,3,0
15777000,2,3,0
15778000,2,3,0
15779000,3,4,1
15780000,2,3,0
15781000,1,2,1
15782000,2,4,0
15783000,1,2,1
15784000,1,3,0
15785000,1,3,0
15786000,1,4,0
15787000,2,4,0
15788000,1,3,0
15789000,3,4,0
15790000,1,3,0
15791000,3,4,0
15792000,1,3,0
15793000,1,3,0
15794000,2,3,0
15795000,3,4,0
15796000,2,3,0
15797000,3,4,1
15798000,2,3,0
15799000,2,4,0
15800000,1,4,0
15801000,2,4,0
15802000,2,3,0
15803000,1,4,0
15804000,2,3,0
15805000,2,4,0
15806000,1,4,0
15807000,1,3,0
15808000,1,3,0
15809000,1,4,0
15810000,1,4,0
15811000,1,2,0
15812000,3,4,1
15813000,2,4,0
15814000,1,2,0
15815000,1,4,0
15816000,2,3,0
15817000,2,4,0
15818000,1,4,0
15819000,1,4,0
15820000,3,4,0
15821000,2,3,0
15822000,1,4,0
15823000,3,4,0
15824000,1,4,0
15825000,3,4,1
15826000,1,3,0
15827000,1,3,0
15828000,3,4,1
15829000,1,2,1
15830000,2,3,0
15831000,2,3,0
15832000,3,4,1
15833000,2,3,0
15834000,2,3,0
15835000,2,3,0
15836000,2,3,0
15837000,1,4,0
15838000,2,3,0
15839000,2,4,0
15840000,1,4,0
15841000,1,4,0
15842000,2,3,0
15843000,1,3,0
15844000,1,2,1
15845000,1,3,0
15846000,3,4,1
15847000,2,3,0
15848000,2,4,0
15849000,2,3,0
15850000,1,4,0
15851000,2,3,0
15852000,1,3,0
15853000,3,4,1
15854000,3,4,1
15855000,2,3,0
15856000,1,3,0
15857000,1,3,0
15858000,2,3,0
15859000,1,3,0
15860000,1,3,0
15861000,3,4,0
15862000,3,4,1
15863000,1,2,1
15864000,3,4,1
15865000,1,4,0
15866000,1,2,1
15867000,3,4,1
15868000,1,2,1
15869000,1,3,0
15870000,2,3,0
15871000,1,4,0
15872000,1,2,1
15873000,2,4,0
15874000,1,4,0
15875000,2,4,0
15876000,2,3,0
15877000,3,4,1
15878000,1,2,1
15879000,1,4,0
15880000,3,4,0
15881000,1,2,1
15882000,1,4,0
15883000,1,4,0
15884000,2,3,0
15885000,1,2,1
15886000,2,3,0
15887000,1,4,0
15888000,2,3,0
15889000,2,4,0
15890000,1,2,1
15891000,2,3,0
15892000,2,4,0
15893000,1,3,0
15894000,3,4,1
15895000,1,4,0
15896000,1,2,1
15897000,2,4,0
15898000,2,4,0
15899000,2,4,0
15900000,1,2,1
15901000,1,3,0
15902000,1,2,0
15903000,2,3,0
15904000,3,4,1
15905000,1,3,0
15906000,2,4,0
15907000,1,2,0
15908000,1,3,0
15909000,1,2,1
15910000,3,4,1
15911000,3,4,1
15912000,2,3,0
15913000,2,4,0
15914000,3,4,0
15915000,1,4,0
15916000,1,4,0
15917000,2,4,0
15918000,1,2,1
15919000,1,2,1
15920000,1,2,1
15921000,1,3,0
15922000,1,4,0
15923000,1,2,1
15924000,2,4,0
15925000,1,3,0
15926000,2,3,0
15927000,1,2,1
15928000,1,3,0
15929000,1,2,1
15930000,2,4,0
15931000,2,4,0
15932000,3,4,0
15933000,2,3,0
15934000,3,4,1
15935000,1,3,0
15936000,2,3,0
15937000,1,3,0
15938000,1,2,1
15939000,1,2,0
15940000,2,4,0
15941000,1,3,0
15942000,2,4,0
15943000,2,3,0
15944000,1,3,0
15945000,2,4,0
15946000,1,2,1
15947000,1,3,0
15948000,2,3,0
15949000,2,3,0
15950000,2,3,0
15951000,1,3,0
15952000,1,4,0
15953000,3,4,1
15954000,2,3,0
15955000,3,4,0
15956000,2,3,0
15957000,1,2,1
15958000,2,3,0
15959000,2,3,0
15960000,2,4,0
15961000,1,2,1
15962000,1,2,1
15963000,1,3,0
15964000,2,4,0
15965000,3,4,0
15966000,2,3,0
15967000,1,3,0
15968000,1,2,1
15969000,1,2,1
15970000,3,4,0
15971000,2,3,0
15972000,2,3,0
15973000,1,3,0
15974000,1,2,1
15975000,2,3,0
15976000,2,3,0
15977000,1,2,1
15978000,2,3,0
15979000,1,3,0
15980000,2,3,0
15981000,1,4,0
15982000,3,4,0
15983000,1,2,1
15984000,1,3,0
15985000,1,4,0
15986000,1,4,0
15987000,2,3,0
15988000,3,4,0
15989000,1,4,0
15990000,2,4,0
15991000,1,3,0
15992000,1,3,0
15993000,1,3,0
15994000,1,2,1
15995000,2,4,0
15996000,2,3,0
15997000,1,4,0
15998000,2,3,0
15999000,2,3,0
16000000,1,2,1
16001000,2,4,0
16002000,3,4,1
16003000,1,3,0
16004000,1,2,1
16005000,2,4,0
16006000,2,3,0
16007000,1,2,0
16008000,2,4,0
16009000,1,3,0
16010000,3,4,1
16011000,1,3,0
16012000,1,2,0
16013000,1,2,0
16014000,1,4,0
16015000,1,3,0
16016000,1,2,0
16017000,3,4,1
16018000,1,4,0
16019000,1,3,0
16020000,2,3,0
16021000,2,3,0
16022000,2,3,0
16023000,1,2,1
16024000,2,3,0
16025000,2,4,0
16026000,3,4,1
16027000,2,3,0
16028000,3,4,1
16029000,1,3,0
16030000,1,3,0
16031000,2,3,0
16032000,3,4,1
16033000,3,4,0
16034000,3,4,1
16035000,1,2,1
16036000,1,3,0
16037000,2,4,0
16038000,1,4,0
16039000,3,4,1
16040000,3,4,0
16041000,3,4,0
16042000,1,4,0
16043000,2,3,0
16044000,2,4,0
16045000,1,4,0
16046000,3,4,0
16047000,2,4,0
16048000,2,4,0
16049000,2,4,0
16050000,2,3,0
16051000,3,4,0
16052000,2,4,0
16053000,3,4,0
16054000,1,2,0
16055000,2,3,0
16056000,1,4,0
16057000,1,2,0
16058000,1,3,0
16059000,3,4,0
16060000,2,3,0
16061000,1,2,0
16062000,3,4,0
16063000,2,4,0
16064000,2,3,0
16065000,1,2,0
16066000,2,4,0
16067000,3,4,0
16068000,1,4,0
16069000,1,3,0
16070000,1,2,1
16071000,1,3,0
16072000,3,4,1
16073000,1,2,1
16074000,3,4,1
16075000,3,4,0
16076000,1,3,0
16077000,1,3,0
16078000,2,4,0
16079000,1,3,0
16080000,1,2,1
16081000,2,4,0
16082000,2,4,0
16083000,3,4,1
16084000,1,3,0
16085000,2,3,0
16086000,1,2,1
16087000,2,4,0
16088000,1,3,0
16089000,1,2,1
16090000,2,4,0
16091000,1,2,1
16092000,1,4,0
16093000,1,3,0
16094000,3,4,1
16095000,1,2,1
16096000,1,2,1
16097000,2,4,0
16098000,2,3,0
16099000,2,3,0
16100000,1,2,1
16101000,1,3,0
16102000,3,4,1
16103000,2,4,0
16104000,2,3,0
16105000,1,3,0
16106000,2,3,0
16107000,2,3,0
16108000,3,4,1
16109000,2,3,0
16110000,2,3,0
16111000,2,4,0
16112000,1,4,0
16113000,3,4,1
16114000,2,4,0
16115000,2,4,0
16116000,2,3,0
16117000,1,2,1
16118000,3,4,1
16119000,1,4,0
16120000,2,4,0
16121000,1,3,0
16122000,1,4,0
16123000,1,2,1
16124000,2,4,0
16125000,2,3,0
16126000,2,3,0
16127000,2,3,0
16128000,2,4,0
16129000,2,3,0
16130000,1,3,0
16131000,1,4,0
16132000,2,3,0
16133000,2,4,0
16134000,2,4,0
16135000,1,3,0
16136000,2,3,0
16137000,2,4,0
16138000,1,3,0
16139000,2,3,0
16140000,2,3,0
16141000,2,4,0
16142000,2,3,0
16143000,3,4,0
16144000,1,3,0
16145000,1,3,0
16146000,1,4,0
16147000,1,4,0
16148000,3,4,0
16149000,2,4,0
16150000,2,4,0
16151000,1,4,0
16152000,1,2,1
16153000,3,4,0
16154000,2,3,0
16155000,1,2,1
16156000,3,4,1
16157000,3,4,1
16158000,1,3,0
16159000,1,2,1
16160000,3,4,0
16161000,3,4,0
16162000,2,4,0
16163000,1,3,0
16164000,1,4,0
16165000,3,4,1
16166000,2,3,0
16167000,1,2,0
16168000,1,3,0
16169000,1,3,0
16170000,3,4,1
16171000,3,4,1
16172000,1,2,1
16173000,1,2,1
16174000,1,4,0
16175000,1,4,0
16176000,2,3,0
16177000,1,3,0
16178000,3,4,1
16179000,3,4,0
16180000,3,4,0
16181000,1,3,0
16182000,2,4,0
16183000,1,3,0
16184000,1,3,0
16185000,2,3,0
16186000,1,2,0
16187000,1,4,0
16188000,3,4,1
16189000,1,3,0
16190000,2,4,0
16191000,2,3,0
16192000,2,4,0
16193000,3,4,1
16194000,1,3,0
16195000,1,3,0
16196000,3,4,0
16197000,1,2,0
16198000,1,3,0
16199000,1,3,0
16200000,1,2,1
16201000,2,3,0
16202000,1,2,1
16203000,3,4,0
16204000,2,4,0
16205000,2,3,0
16206000,1,4,0
16207000,1,2,1
16208000,2,3,0
16209000,1,3,0
16210000,2,4,0
16211000,1,4,0
16212000,1,3,0
16213000,1,4,0
16214000,2,4,0
16215000,1,2,1
16216000,2,3,0
16217000,1,3,0
16218000,1,4,0
16219000,2,3,0
16220000,1,3,0
16221000,1,2,0
16222000,2,4,0
16223000,1,2,1
16224000,1,2,1
16225000,1,3,0
16226000,2,3,0
16227000,2,4,0
16228000,3,4,0
16229000,3,4,0
16230000,1,3,0
16231000,1,3,0
16232000,3,4,0
16233000,2,3,0
16234000,1,2,1
16235000,1,2,1
16236000,1,2,1
16237000,2,3,0
16238000,1,3,0
16239000,3,4,0
16240000,1,3,0
16241000,2,3,0
16242000,1,3,0
16243000,2,3,0
16244000,1,4,0
16245000,1,3,0
16246000,1,3,0
16247000,2,4,0
16248000,1,4,0
16249000,2,3,0
16250000,1,3,0
16251000,1,4,0
16252000,1,3,0
16253000,1,4,0
16254000,3,4,0
16255000,2,3,0
16256000,1,3,0
16257000,2,3,0
16258000,3,4,0
16259000,1,4,0
16260000,1,2,1
16261000,1,4,0
16262000,1,4,0
16263000,2,3,0
16264000,2,3,0
16265000,3,4,0
16266000,2,3,0
16267000,2,3,0
16268000,2,3,0
16269000,3,4,0
16270000,2,3,0
16271000,1,2,1
16272000,1,2,1
16273000,2,3,0
16274000,1,4,0
16275000,3,4,0
16276000,1,3,0
16277000,2,3,0
16278000,1,3,0
16279000,1,3,0
16280000,1,4,0
16281000,1,3,0
16282000,1,4,0
16283000,3,4,0
16284000,1,3,0
16285000,3,4,0
16286000,1,2,0
16287000,1,3,0
16288000,1,3,0
16289000,1,4,0
16290000,1,3,0
16291000,2,3,0
16292000,1,2,0
16293000,1,3,0
16294000,1,3,0
16295000,1,2,1
16296000,2,3,0
16297000,3,4,0
16298000,2,4,0
16299000,1,3,0
16300000,1,2,1
16301000,2,3,0
16302000,3,4,0
16303000,1,4,0
16304000,1,2,1
16305000,2,3,0
16306000,2,3,0
16307000,3,4,1
16308000,1,2,1
16309000,2,4,0
16310000,2,4,0
16311000,2,3,0
16312000,2,3,0
16313000,1,4,0
16314000,2,4,0
16315000,1,4,0
16316000,2,3,0
16317000,2,3,0
16318000,1,4,0
16319000,2,3,0
16320000,1,2,1
16321000,1,3,0
16322000,2,3,0
16323000,1,2,1
16324000,1,2,0
16325000,2,3,0
16326000,1,4,0
16327000,1,4,0
16328000,3,4,1
16329000,2,4,0
16330000,3,4,0
16331000,1,3,0
16332000,1,4,0
16333000,1,4,0
16334000,1,4,0
16335000,3,4,0
16336000,3,4,0
16337000,1,2,0
16338000,3,4,0
16339000,3,4,0
16340000,2,4,0
16341000,1,3,0
16342000,2,3,0
16343000,2,3,0
16344000,2,4,0
16345000,3,4,0
16346000,1,4,0
16347000,1,3,0
16348000,2,3,0
16349000,1,4,0
16350000,2,3,0
16351000,1,4,0
16352000,2,3,0
16353000,1,3,0
16354000,1,2,0
16355000,2,4,0
16356000,2,3,0
16357000,3,4,0
16358000,2,4,0
16359000,3,4,0
16360000,2,4,0
16361000,1,4,0
16362000,2,3,0
16363000,2,3,1
16364000,1,2,0
16365000,1,4,0
16366000,2,3,1
16367000,2,3,0
16368000,3,4,0
16369000,2,4,0
16370000,1,4,0
16371000,2,4,0
16372000,1,2,1
16373000,2,3,0
16374000,2,4,0
16375000,1,4,0
16376000,1,4,0
16377000,1,4,0
16378000,2,4,0
16379000,2,3,0
16380000,1,2,1
16381000,1,4,0
16382000,3,4,1
16383000,1,3,0
16384000,1,3,0
16385000,2,3,0
16386000,1,4,0
16387000,3,4,1
16388000,3,4,1
16389000,3,4,1
16390000,2,4,0
16391000,2,3,0
16392000,1,3,0
16393000,1,4,0
16394000,1,2,0
16395000,2,3,0
16396000,2,4,0
16397000,1,3,0
16398000,2,4,0
16399000,3,4,1
16400000,1,2,1
16401000,1,3,0
16402000,3,4,1
16403000,2,3,0
16404000,2,4,0
16405000,1,4,0
16406000,3,4,0
16407000,1,2,1
16408000,1,4,0
16409000,2,3,0
16410000,2,4,0
16411000,2,4,0
16412000,3,4,0
16413000,2,4,0
16414000,1,2,1
16415000,2,3,0
16416000,2,3,0
16417000,2,4,0
16418000,1,3,0
16419000,1,2,1
16420000,3,4,0
16421000,3,4,0
16422000,2,4,0
16423000,1,4,0
16424000,2,4,0
16425000,1,3,0
16426000,2,4,0
16427000,1,4,0
16428000,3,4,0
16429000,2,4,0
16430000,1,3,0
16431000,1,2,0
16432000,1,2,0
16433000,3,4,0
16434000,1,4,0
